"552844774	20150623	201506	2015	2015.4740	IRL	IRISH	IRL								GBR	BRITISH	GBR								1	020	020	02	1	3.0	2	1	2	0.625	4	London", London, City of," United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London", London, City of," United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London", London, City of," United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20160622151500	http://www.romaniapress.com/news-10069801.html"
"552844775	20150623	201506	2015	2015.4740	IRL	IRISH	IRL								GBR	BRITISH	GBR								1	020	020	02	1	3.0	3	1	3	0.625	1	Ireland	EI	EI		53	-8	EI	4	London", London, City of," United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London", London, City of," United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20160622151500	http://www.romaniapress.com/news-10069801.html",,,
"552844776	20150623	201506	2015	2015.4740	IRL	IRELAND	IRL								GOV	ADMINISTRATION						GOV			1	130	130	13	3	-4.4	1	1	1	1.05263157894737	4	London", London, City of," United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London", London, City of," United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London", London, City of," United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20160622151500	http://www.romaniapress.com/news-10069797.html"
"552844777	20150623	201506	2015	2015.4740	IRL	IRELAND	IRL								GOV	ADMINISTRATION						GOV			1	130	130	13	3	-4.4	8	1	8	0.517771040632021	1	Ireland	EI	EI		53	-8	EI	4	Bucharest", Bucuresti," Romania	RO	RO10	25006	44.4333	26.1	-1153951	4	Bucharest", Bucuresti," Romania	RO	RO10	25006	44.4333	26.1	-1153951	20160622151500	http://www.romaniapress.com/news-10069804.html",,,,,
"552844778	20150623	201506	2015	2015.4740	IRL	IRELAND	IRL								GOV	ADMINISTRATION						GOV			1	130	130	13	3	-4.4	7	1	7	0.441362392301257	1	Ireland	EI	EI		53	-8	EI	4	London", London, City of," United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	Bucharest", Bucuresti," Romania	RO	RO10	25006	44.4333	26.1	-1153951	20160622151500	http://www.romaniapress.com/news-10069804.html",,,,
"552844779	20150623	201506	2015	2015.4740	JUD	SUPREME COURT						JUD			MNCUSA	EDISON INTERNATIONAL	USA					MNC			0	0311	031	03	1	5.2	10	1	10	-2.03508771929824	0								0								0								20160622151500	http://ww2.cfo.com/retirement-plans/2016/06/passive-investment-aggression/",,,,,,,,,
"552844780	20150623	201506	2015	2015.4740	JUD	SUPREME COURT						JUD			MNCUSA	EDISON INTERNATIONAL	USA					MNC			0	090	090	09	2	-2.0	10	1	10	-2.03508771929824	0								0								0								20160622151500	http://ww2.cfo.com/retirement-plans/2016/06/passive-investment-aggression/",,,,,,,,,
"552844781	20150623	201506	2015	2015.4740	MNCUSA	BOEING	USA					MNC			BUS	AIRLINE						BUS			0	020	020	02	1	3.0	5	1	5	0.75400565504241	4	Delhi", Delhi," India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi", Delhi," India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi", Delhi," India	IN	IN07	17911	28.6667	77.2167	-2094230	20160622151500	http://traveltrendstoday.in/component/k2/item/4156-cover-story-june",,,
"552844782	20150623	201506	2015	2015.4740	MOS	ISLAMIC				MOS					CHE	SWISS	CHE								0	046	046	04	1	7.0	2	1	2	-6.266318537859	1	Syria	SY	SY		35	38	SY	4	Geneva", Genè," Switzerland	SZ	SZ07	16329	46.1956	6.14811	-2552151	1	Syria	SY	SY		35	38	SY	20160622151500	http://www.turkishweekly.net/2016/06/22/news/government-to-strengthen-anti-terrorism-measures/",,,,,,,
"552844783	20150623	201506	2015	2015.4740	NGOENVHRI	GLOBAL WITNESS						NGO	ENV	HRI	OPP	ACTIVIST						OPP			0	190	190	19	4	-10.0	2	1	2	-6.40900195694716	4	La Esperanza", CopáHO," Honduras	HO	HO05	17265	15.05	-89.1	-1123202	4	La Esperanza", CopáHO," Honduras	HO	HO05	17265	15.05	-89.1	-1123202	4	La Esperanza", CopáHO," Honduras	HO	HO05	17265	15.05	-89.1	-1123202	20160622151500	http://www.democracynow.org/2016/6/22/headlines",,,
"552844784	20150623	201506	2015	2015.4740	NGOENVHRI	GLOBAL WITNESS						NGO	ENV	HRI	OPP	ACTIVIST						OPP			0	190	190	19	4	-10.0	8	1	8	-6.40900195694716	1	Brazil	BR	BR		-10	-55	BR	1	Brazil	BR	BR		-10	-55	BR	1	Brazil	BR	BR		-10	-55	BR	20160622151500	http://www.democracynow.org/2016/6/22/headlines",,,,,,,,,
"552844785	20150623	201506	2015	2015.4740	PAK	PAKISTAN	PAK																		0	013	013	01	1	0.4	2	1	2	-2.18340611353712	4	Gwadar", Balochistan," Pakistan	PK	PK02	23616	25.1216	62.3254	-2761961	0								4	Islamabad", Islamabad," Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	20160622151500	http://www.ptinews.com/news/7581094_Afghanistan-pitches-for-making-India-nbsp-party-to-APTTA-.html",,,,,
"552844786	20150623	201506	2015	2015.4740	PAK	PAKISTAN	PAK																		0	013	013	01	1	0.4	2	1	2	-2.18340611353712	4	Islamabad", Islamabad," Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	0								4	New Delhi", Delhi," India	IN	IN07	17911	28.6	77.2	-2106102	20160622151500	http://www.ptinews.com/news/7581094_Afghanistan-pitches-for-making-India-nbsp-party-to-APTTA-.html",,,,,
"552844787	20150623	201506	2015	2015.4740	PAK	ISLAMABAD	PAK								GOV	EXTERNAL AFFAIRS MINIST						GOV			0	013	013	01	1	0.4	2	1	2	-2.18340611353712	4	Gwadar", Balochistan," Pakistan	PK	PK02	23616	25.1216	62.3254	-2761961	4	Islamabad", Islamabad," Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Islamabad", Islamabad," Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	20160622151500	http://www.ptinews.com/news/7581094_Afghanistan-pitches-for-making-India-nbsp-party-to-APTTA-.html",,,
"552844788	20150623	201506	2015	2015.4740	PAK	ISLAMABAD	PAK								GOV	EXTERNAL AFFAIRS MINIST						GOV			0	013	013	01	1	0.4	8	1	8	-2.18340611353712	4	Islamabad", Islamabad," Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Islamabad", Islamabad," Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	New Delhi", Delhi," India	IN	IN07	17911	28.6	77.2	-2106102	20160622151500	http://www.ptinews.com/news/7581094_Afghanistan-pitches-for-making-India-nbsp-party-to-APTTA-.html",,,
"552844789	20150623	201506	2015	2015.4740	ROUGOV	ROMANIAN						GOV			BUSGOV	AIRLINE						BUS	GOV		1	173	173	17	4	-5.0	9	1	9	0.76885413218581	4	Bucharest", Bucuresti," Romania	RO	RO10	25006	44.4333	26.1	-1153951	4	Bucharest", Bucuresti," Romania	RO	RO10	25006	44.4333	26.1	-1153951	4	Bucharest", Bucuresti," Romania	RO	RO10	25006	44.4333	26.1	-1153951	20160622151500	http://www.romaniapress.com/news-10069801.html",,,
"552844790	20150623	201506	2015	2015.4740	ROUGOV	ROMANIAN						GOV			BUSGOV	AIRLINE						BUS	GOV		1	173	173	17	4	-5.0	15	1	15	0.496939607286276	4	London", London, City of," United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London", London, City of," United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London", London, City of," United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20160622151500	http://www.romaniapress.com/news-10069804.html"
"552844791	20150623	201506	2015	2015.4740	SAU	SAUDI	SAU								GOV	GOVERNMENT						GOV			0	051	051	05	1	3.4	4	1	4	0.52083333333334	4	Riyadh", Ar Riya?," Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Riyadh", Ar Riya?," Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Riyadh", Ar Riya?," Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	20160622151500	http://www.middleeasteye.net/news/yemens-houthis-challenge-un-peace-deal-demanding-unity-president-2076774143",,,
"552844792	20150623	201506	2015	2015.4740	SAU	SAUDI	SAU								GOV	GOVERNMENT						GOV			0	051	051	05	1	3.4	1	1	1	0.52083333333334	4	Sanaa", Sana'," Yemen	YM	YM16	32956	15.3547	44.2067	-3191442	4	Sanaa", Sana'," Yemen	YM	YM16	32956	15.3547	44.2067	-3191442	4	Sanaa", Sana'," Yemen	YM	YM16	32956	15.3547	44.2067	-3191442	20160622151500	http://www.middleeasteye.net/news/yemens-houthis-challenge-un-peace-deal-demanding-unity-president-2076774143",,,
"552844793	20150623	201506	2015	2015.4740	SYR	SYRIA	SYR								DNK	DENMARK	DNK								1	042	042	04	1	1.9	1	1	1	-4.27350427350427	4	Copenhagen", Køavn*," Denmark	DA	DA05	15213	55.6667	12.5833	-2745636	4	Copenhagen", Køavn*," Denmark	DA	DA05	15213	55.6667	12.5833	-2745636	4	Copenhagen", Køavn*," Denmark	DA	DA05	15213	55.6667	12.5833	-2745636	20160622151500	http://wjtv.com/ap/denmark-finds-man-guilty-of-traveling-to-syria-to-join-is/",,,
"552844794	20150623	201506	2015	2015.4740	SYR	SYRIA	SYR								DNK	DENMARK	DNK								1	042	042	04	1	1.9	1	1	1	-4.27350427350427	1	Syria	SY	SY		35	38	SY	4	Copenhagen", Køavn*," Denmark	DA	DA05	15213	55.6667	12.5833	-2745636	1	Syria	SY	SY		35	38	SY	20160622151500	http://wjtv.com/ap/denmark-finds-man-guilty-of-traveling-to-syria-to-join-is/",,,,,,,
"552844795	20150623	201506	2015	2015.4740	SYR	SYRIA	SYR								TUR	TURKEY	TUR								1	042	042	04	1	1.9	4	2	4	0	4	Aleppo", ?alab," Syria	SY	SY09	26319	36.2028	37.1586	-2541857	4	Aleppo", ?alab," Syria	SY	SY09	26319	36.2028	37.1586	-2541857	4	Cilvegozu", Hatay," Turkey	TU	TU31	26364	36.2399	36.6557	-743595	20160622151500	http://www.newkerala.com/news/2016/fullnews-80433.html",,,
"552844796	20150623	201506	2015	2015.4740	SYR	SYRIAN	SYR								TUR	TURKEY	TUR								1	042	042	04	1	1.9	12	2	12	0	4	Aleppo", ?alab," Syria	SY	SY09	26319	36.2028	37.1586	-2541857	4	Cilvegozu", Hatay," Turkey	TU	TU31	26364	36.2399	36.6557	-743595	4	Cilvegozu", Hatay," Turkey	TU	TU31	26364	36.2399	36.6557	-743595	20160622151500	http://www.newkerala.com/news/2016/fullnews-80433.html",,,
"552844797	20150623	201506	2015	2015.4740	TUR	TURKEY	TUR								SYR	SYRIA	SYR								1	043	043	04	1	2.8	4	2	4	0	4	Aleppo", ?alab," Syria	SY	SY09	26319	36.2028	37.1586	-2541857	4	Aleppo", ?alab," Syria	SY	SY09	26319	36.2028	37.1586	-2541857	4	Cilvegozu", Hatay," Turkey	TU	TU31	26364	36.2399	36.6557	-743595	20160622151500	http://www.newkerala.com/news/2016/fullnews-80433.html",,,
"552844798	20150623	201506	2015	2015.4740	TUR	TURKEY	TUR								SYR	SYRIAN	SYR								1	043	043	04	1	2.8	12	2	12	0	4	Cilvegozu", Hatay," Turkey	TU	TU31	26364	36.2399	36.6557	-743595	4	Aleppo", ?alab," Syria	SY	SY09	26319	36.2028	37.1586	-2541857	4	Cilvegozu", Hatay," Turkey	TU	TU31	26364	36.2399	36.6557	-743595	20160622151500	http://www.newkerala.com/news/2016/fullnews-80433.html",,,
"552844799	20150623	201506	2015	2015.4740	USA	UNITED STATES	USA								BUS	BUSINESS						BUS			1	111	111	11	3	-2.0	4	2	4	1.51816322415233	3	Chicago", Illinois," United States	US	USIL	IL031	41.85	-87.6501	423587	3	Chicago", Illinois," United States	US	USIL	IL031	41.85	-87.6501	423587	3	Chicago", Illinois," United States	US	USIL	IL031	41.85	-87.6501	423587	20160622151500	http://www.bakingbusiness.com/articles/news_home/Business/2016/06/Report_Post_considering_combin.aspx?ID=%7B67F1364E-3E9B-4E73-ADEC-DFFC192F9078%7D&cck=1",,,
"552844800	20150623	201506	2015	2015.4740	USA	UNITED STATES	USA								JUD	JUDGE						JUD			1	051	051	05	1	3.4	4	1	4	-2.06896551724137	3	Houston", Texas," United States	US	USTX	TX201	29.7633	-95.3633	1380948	3	Houston", Texas," United States	US	USTX	TX201	29.7633	-95.3633	1380948	3	Houston", Texas," United States	US	USTX	TX201	29.7633	-95.3633	1380948	20160622151500	http://www.washingtontimes.com/news/2016/jun/22/inmate-on-death-row-nearly-30-years-wins-federal-a/",,,
"552844801	20150623	201506	2015	2015.4740	USA	UNITED STATES	USA								JUD	JUDGE						JUD			1	190	190	19	4	-10.0	4	1	4	-2.06896551724137	3	Houston", Texas," United States	US	USTX	TX201	29.7633	-95.3633	1380948	3	Houston", Texas," United States	US	USTX	TX201	29.7633	-95.3633	1380948	3	Houston", Texas," United States	US	USTX	TX201	29.7633	-95.3633	1380948	20160622151500	http://www.washingtontimes.com/news/2016/jun/22/inmate-on-death-row-nearly-30-years-wins-federal-a/",,,
"552844802	20150623	201506	2015	2015.4740	USAEDU	INDIANA	USA					EDU			EDU	SCHOOL						EDU			0	042	042	04	1	1.9	6	1	6	1.12554112554112	2	Indiana"," United States	US	USIN		39.8647	-86.2604	IN	2	Indiana"," United States	US	USIN		39.8647	-86.2604	IN	2	Indiana"," United States	US	USIN		39.8647	-86.2604	IN	20160622151500	http://www.wral.com/senate-budget-would-vastly-expand-school-voucher-program/15798079/",,,,,,
"552844803	20150623	201506	2015	2015.4740	UZB	TASHKENT	UZB								CHN	SHANGHAI	CHN								1	040	040	04	1	1.0	1	1	1	-1.94805194805195	4	New Delhi", Delhi," India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi", Delhi," India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi", Delhi," India	IN	IN07	17911	28.6	77.2	-2106102	20160622151500	http://www.shanghaisun.com/index.php/sid/245193059",,,
"552844804	20150623	201506	2015	2015.4740	sco	SCOTTISH			sco						MED	MEDIA						MED			1	111	111	11	3	-2.0	10	1	10	-3.33333333333333	4	Cumbernauld", North Lanarkshire," United Kingdom	UK	UKV8	40176	55.95	-3.98333	-2593893	4	Cumbernauld", North Lanarkshire," United Kingdom	UK	UKV8	40176	55.95	-3.98333	-2593893	4	Cumbernauld", North Lanarkshire," United Kingdom	UK	UKV8	40176	55.95	-3.98333	-2593893	20160622151500	http://www.wral.com/blue-or-green-united-kingdom-split-over-color-of-swatch/15798185/",,,
"552844805	20160523	201605	2016	2016.3918	CHN	CHINA	CHN								GOV	PRIME MINISTER						GOV			1	040	040	04	1	1.0	4	1	4	2.40295748613678	1	China	CH	CH		35	105	CH	1	India	IN	IN		20	77	IN	1	India	IN	IN		20	77	IN	20160622151500	https://www.yahoo.com/news/apples-india-plans-set-materialize-141702300.html",,,,,,,,,
"552844806	20160523	201605	2016	2016.3918	CHN	CHINA	CHN								GOV	PRIME MINISTER						GOV			1	042	042	04	1	1.9	2	1	2	2.40295748613678	1	China	CH	CH		35	105	CH	1	India	IN	IN		20	77	IN	1	China	CH	CH		35	105	CH	20160622151500	https://www.yahoo.com/news/apples-india-plans-set-materialize-141702300.html",,,,,,,,,
"552844807	20160523	201605	2016	2016.3918	GBR	GLASGOW	GBR								JUD	PROSECUTOR						JUD			1	030	030	03	1	4.0	8	2	8	-9.27341595633083	3	Flint River", Michigan," United States	US	USMI	MI145	43.3534	-84.06	626175	2	New York"," United States	US	USNY		42.1497	-74.9384	NY	3	Flint River", Michigan," United States	US	USMI		43.3534	-84.06	626175	20160622151500	http://www.reuters.com/article/us-michigan-water-idUSKCN0Z81PD",,,,
"552844808	20160523	201605	2016	2016.3918	GOV	PRIME MINISTER						GOV			CHN	CHINA	CHN								1	040	040	04	1	1.0	4	1	4	2.40295748613678	1	India	IN	IN		20	77	IN	1	China	CH	CH		35	105	CH	1	India	IN	IN		20	77	IN	20160622151500	https://www.yahoo.com/news/apples-india-plans-set-materialize-141702300.html",,,,,,,,,
"552844809	20160523	201605	2016	2016.3918	GOV	PRIME MINISTER						GOV			CHN	CHINA	CHN								1	043	043	04	1	2.8	4	1	4	2.40295748613678	1	India	IN	IN		20	77	IN	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20160622151500	https://www.yahoo.com/news/apples-india-plans-set-materialize-141702300.html",,,,,,,,,
"552844810	20160523	201605	2016	2016.3918	IRL	IRELAND	IRL								MIL	CARRIER						MIL			1	010	010	01	1	0.0	4	1	4	-4.75161987041037	1	Ireland	EI	EI		53	-8	EI	1	Ireland	EI	EI		53	-8	EI	1	Ireland	EI	EI		53	-8	EI	20160622151500	http://mro-network.com/opinion/2016/06/aviation-speaks-out-eu-referendum-day-approaches/12331",,,,,,,,,
"552844811	20160615	201606	2016	2016.4521											KENCOP	NAIROBI	KEN					COP			1	042	042	04	1	1.9	1	1	1	4.63576158940397	0								4	Nairobi", Nairobi Area," Kenya	KE	KE05	18585	-1.28333	36.8167	-2258072	4	Kamiti", Kenya (general)," Kenya	KE	KE00	18585	-1.21667	37.0333	-2248025	20160622151500	http://www.hitc.com/en-gb/2016/06/21/the-beast-mk-ii-have-tottenham-finally-found-a-replacement-for-c/",,,,,
"552844812	20160615	201606	2016	2016.4521											USA	UNITED STATES	USA								1	042	042	04	1	1.9	4	1	4	-5.10638297872341	0								3	Mecklenburg County", North Carolina," United States	US	USNC		35.2668	-80.8498	1008570	3	Mecklenburg County", North Carolina," United States	US	USNC		35.2668	-80.8498	1008570	20160622151500	http://fox59.com/2016/06/22/ohio-teen-dies-after-contracting-brain-eating-amoeba-while-swimming/",,,,,
"552844813	20160615	201606	2016	2016.4521	AFGMED	AFGHAN	AFG					MED			PAK	PAKISTAN	PAK								1	141	141	14	3	-6.5	4	1	4	-4.4943820224719	1	Pakistan	PK	PK		30	70	PK	4	Kabul", Kabol," Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul", Kabol," Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20160622151500	http://humanitariannews.org/20160622/afghan-activists-call-us-support-against-pakistan",,,,,
"552844814	20160615	201606	2016	2016.4521	AFGOPP	AFGHAN	AFG					OPP			PAK	PAKISTAN	PAK								1	141	141	14	3	-6.5	6	1	6	-4.4943820224719	1	Pakistan	PK	PK		30	70	PK	1	Pakistan	PK	PK		30	70	PK	1	Pakistan	PK	PK		30	70	PK	20160622151500	http://humanitariannews.org/20160622/afghan-activists-call-us-support-against-pakistan",,,,,,,,,
"552844815	20160615	201606	2016	2016.4521	BRA	BRAZIL	BRA								KEN	KENYA	KEN								1	042	042	04	1	1.9	1	1	1	4.63576158940397	1	Brazil	BR	BR		-10	-55	BR	4	Kamiti", Kenya (general)," Kenya	KE	KE00	18585	-1.21667	37.0333	-2248025	1	Brazil	BR	BR		-10	-55	BR	20160622151500	http://www.hitc.com/en-gb/2016/06/21/the-beast-mk-ii-have-tottenham-finally-found-a-replacement-for-c/",,,,,,,
"552844816	20160615	201606	2016	2016.4521	BRA	BRAZIL	BRA								KEN	KENYA	KEN								1	042	042	04	1	1.9	1	1	1	4.63576158940397	1	Brazil	BR	BR		-10	-55	BR	4	Nairobi", Nairobi Area," Kenya	KE	KE05	18585	-1.28333	36.8167	-2258072	4	Kamiti", Kenya (general)," Kenya	KE	KE00	18585	-1.21667	37.0333	-2248025	20160622151500	http://www.hitc.com/en-gb/2016/06/21/the-beast-mk-ii-have-tottenham-finally-found-a-replacement-for-c/",,,,,
"552844817	20160615	201606	2016	2016.4521	BUS	EMPLOYER						BUS			LAB	EMPLOYEE						LAB			1	030	030	03	1	4.0	3	1	3	-7.72303595206392	3	Los Angeles", California," United States	US	USCA	CA037	34.0522	-118.244	1662328	3	Los Angeles", California," United States	US	USCA		34.0522	-118.244	1662328	3	Los Angeles", California," United States	US	USCA		34.0522	-118.244	1662328	20160622151500	http://www.jdsupra.com/legalnews/learning-from-orlando-addressing-27680/",,,
"552844818	20160615	201606	2016	2016.4521	CAN	CANADIAN	CAN								GBR	UNITED KINGDOM	GBR								0	051	051	05	1	3.4	4	1	4	-1.85185185185186	4	Ottawa", Ontario," Canada	CA	CA08	12755	45.4167	-75.7	-570760	4	London", London, City of," United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London", London, City of," United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20160622151500	http://www.cbc.ca/news/world/brexit-jo-cox-memorials-1.3647057",
"552844819	20160615	201606	2016	2016.4521	CAN	CANADIAN	CAN								LEG	PARLIAMENT						LEG			0	010	010	01	1	0.0	4	1	4	-1.85185185185186	4	Ottawa", Ontario," Canada	CA	CA08	12755	45.4167	-75.7	-570760	4	London", London, City of," United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London", London, City of," United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20160622151500	http://www.cbc.ca/news/world/brexit-jo-cox-memorials-1.3647057",
"552844820	20160615	201606	2016	2016.4521	CHRPRO	METHODIST CHURCH				CHR	PRO				USA	WEST VIRGINIA	USA								1	042	042	04	1	1.9	2	1	2	-5.10638297872341	3	Mecklenburg County", North Carolina," United States	US	USNC	NC119	35.2668	-80.8498	1008570	3	Mecklenburg County", North Carolina," United States	US	USNC		35.2668	-80.8498	1008570	3	Mecklenburg County", North Carolina," United States	US	USNC		35.2668	-80.8498	1008570	20160622151500	http://fox59.com/2016/06/22/ohio-teen-dies-after-contracting-brain-eating-amoeba-while-swimming/",,,
"552844821	20160615	201606	2016	2016.4521	CHRPRO	METHODIST CHURCH				CHR	PRO				USA	WEST VIRGINIA	USA								1	042	042	04	1	1.9	4	1	4	-5.10638297872341	2	North Carolina"," United States	US	USNC		35.6411	-79.8431	NC	3	Mecklenburg County", North Carolina," United States	US	USNC		35.2668	-80.8498	1008570	3	Mecklenburg County", North Carolina," United States	US	USNC		35.2668	-80.8498	1008570	20160622151500	http://fox59.com/2016/06/22/ohio-teen-dies-after-contracting-brain-eating-amoeba-while-swimming/",,,,
