"667143679	20160622	201606	2016	2016.4712	GBR	LIVERPOOL	GBR																		1	042	042	04	1	1.9	7	1	7	-0.298507462686567	4	Shenfield", Essex," United Kingdom	UK	UKE4	40110	51.6167	0.316667	-2607597	0								4	Shenfield", Essex," United Kingdom	UK	UKE4	40110	51.6167	0.316667	-2607597	20170622104500	http://www.cityam.com/266912/crossrails-first-elizabeth-line-train-enters-passenger",,,,,
"667143680	20160622	201606	2016	2016.4712	GBREDU	UNITED KINGDOM	GBR					EDU			GOV	PRINCE						GOV			0	020	020	02	1	3.0	2	1	2	2.92307692307693	4	Berkshire", United Kingdom (general)," United Kingdom	UK	UK00	40127	51.5	-1.25	-2589736	4	Berkshire", United Kingdom (general)," United Kingdom	UK	UK00	40127	51.5	-1.25	-2589736	4	Berkshire", United Kingdom (general)," United Kingdom	UK	UK00	40127	51.5	-1.25	-2589736	20170622104500	http://www.ibtimes.com/will-there-be-no-king-or-queen-after-elizabeth-ii-prince-harry-says-no-one-wants-wear-2555912",,,
"667143681	20160622	201606	2016	2016.4712	GBREDU	UNITED KINGDOM	GBR					EDU			GOV	KING						GOV			0	042	042	04	1	1.9	4	1	4	2.92307692307693	4	Berkshire", United Kingdom (general)," United Kingdom	UK	UK00	40127	51.5	-1.25	-2589736	4	Berkshire", United Kingdom (general)," United Kingdom	UK	UK00	40127	51.5	-1.25	-2589736	4	Berkshire", United Kingdom (general)," United Kingdom	UK	UK00	40127	51.5	-1.25	-2589736	20170622104500	http://www.ibtimes.com/will-there-be-no-king-or-queen-after-elizabeth-ii-prince-harry-says-no-one-wants-wear-2555912",,,
"667143682	20160622	201606	2016	2016.4712	GOV	KING						GOV			EDU	SCHOOL						EDU			0	043	043	04	1	2.8	4	1	4	2.92307692307693	4	Berkshire", United Kingdom (general)," United Kingdom	UK	UK00	40127	51.5	-1.25	-2589736	4	Berkshire", United Kingdom (general)," United Kingdom	UK	UK00	40127	51.5	-1.25	-2589736	4	Berkshire", United Kingdom (general)," United Kingdom	UK	UK00	40127	51.5	-1.25	-2589736	20170622104500	http://www.ibtimes.com/will-there-be-no-king-or-queen-after-elizabeth-ii-prince-harry-says-no-one-wants-wear-2555912",,,
"667143683	20160622	201606	2016	2016.4712	GOV	KING						GOV			GBREDU	UNITED KINGDOM	GBR					EDU			0	043	043	04	1	2.8	4	1	4	2.92307692307693	4	Berkshire", United Kingdom (general)," United Kingdom	UK	UK00	40127	51.5	-1.25	-2589736	4	Berkshire", United Kingdom (general)," United Kingdom	UK	UK00	40127	51.5	-1.25	-2589736	4	Berkshire", United Kingdom (general)," United Kingdom	UK	UK00	40127	51.5	-1.25	-2589736	20170622104500	http://www.ibtimes.com/will-there-be-no-king-or-queen-after-elizabeth-ii-prince-harry-says-no-one-wants-wear-2555912",,,
"667143684	20160622	201606	2016	2016.4712	INDGOV	NITISH KUMAR	IND					GOV													0	051	051	05	1	3.4	10	1	10	-0.66371681415929	4	Bihar", Bihar," India	IN	IN34	17615	25.1833	85.5167	-2091797	0								4	Bihar", Bihar," India	IN	IN34	17615	25.1833	85.5167	-2091797	20170622104500	http://www.thehitavada.com/Encyc/2017/6/22/JD(U)-backs-Kovind-s-candidature.aspx",,,,,
"667143685	20160622	201606	2016	2016.4712	IRN	IRAN	IRN								PAKELIGOV	NAWAZ SHARIF	PAK					ELI	GOV		1	043	043	04	1	2.8	10	1	10	1.18343195266272	4	Chabahar", Sistan va Baluchestan," Iran	IR	IR04	40918	25.2919	60.643	-3055106	4	Chabahar", Sistan va Baluchestan," Iran	IR	IR04	40918	25.2919	60.643	-3055106	4	Chabahar", Sistan va Baluchestan," Iran	IR	IR04	40918	25.2919	60.643	-3055106	20170622104500	https://www.geo.tv/latest/146727-cpec-will-benefit-both-gwadar-chabahar-ports-pakistan-ambassador-to-iran",,,
"667143686	20160622	201606	2016	2016.4712	JUD	JUDGE						JUD													0	051	051	05	1	3.4	6	1	6	-0.89352196574833	3	Asheville", North Carolina," United States	US	USNC	NC021	35.6009	-82.554	1018864	0								3	Asheville", North Carolina," United States	US	USNC	NC021	35.6009	-82.554	1018864	20170622104500	http://www.mypalmbeachpost.com/news/health-subsidy-cuts-could-hurt-middle-class-the-most/txUNldZ2LgnFL5X1crD2jJ/",,,,,
"667143687	20160622	201606	2016	2016.4712	JUD	ATTORNEY						JUD			BUS	COMPANY						BUS			0	190	190	19	4	-10.0	2	1	2	-6.33608815426997	3	Rapid City", South Dakota," United States	US	USSD	SD103	44.0805	-103.231	1265333	3	Rapid City", South Dakota," United States	US	USSD		44.0805	-103.231	1265333	3	Rapid City", South Dakota," United States	US	USSD		44.0805	-103.231	1265333	20170622104500	http://integrated.processmyquote.com/south-dakota-workers-comp-lawyers-say-insurers-plan-would-limit-worker-rights/",,,
"667143688	20160622	201606	2016	2016.4712	LEG	PARLIAMENT						LEG			IRL	IRISH	IRL								1	010	010	01	1	0.0	6	1	6	-3.92156862745098	1	Ireland	EI	EI		53	-8	EI	1	Ireland	EI	EI		53	-8	EI	1	Ireland	EI	EI		53	-8	EI	20170622104500	http://www.farmersjournal.ie/progress-on-unfair-trading-practices-287407",,,,,,,,,
"667143689	20160622	201606	2016	2016.4712	MIL	ARMY						MIL													1	180	180	18	4	-9.0	5	1	5	-6.53846153846154	1	India	IN	IN		20	77	IN	0								1	India	IN	IN		20	77	IN	20170622104500	http://www.ibtimes.co.in/no-takers-make-india-assault-rifles-indian-army-731814",,,,,,,,,
"667143690	20160622	201606	2016	2016.4712	PAKELIGOV	NAWAZ SHARIF	PAK					ELI	GOV		IRN	IRAN	IRN								1	042	042	04	1	1.9	10	1	10	1.18343195266272	4	Chabahar", Sistan va Baluchestan," Iran	IR	IR04	40918	25.2919	60.643	-3055106	4	Chabahar", Sistan va Baluchestan," Iran	IR	IR04	40918	25.2919	60.643	-3055106	4	Chabahar", Sistan va Baluchestan," Iran	IR	IR04	40918	25.2919	60.643	-3055106	20170622104500	https://www.geo.tv/latest/146727-cpec-will-benefit-both-gwadar-chabahar-ports-pakistan-ambassador-to-iran",,,
"667143691	20160622	201606	2016	2016.4712	PAKELIGOV	NAWAZ SHARIF	PAK					ELI	GOV		IRN	IRAN	IRN								1	045	045	04	1	5.0	10	1	10	1.18343195266272	4	Chabahar", Sistan va Baluchestan," Iran	IR	IR04	40918	25.2919	60.643	-3055106	4	Chabahar", Sistan va Baluchestan," Iran	IR	IR04	40918	25.2919	60.643	-3055106	4	Chabahar", Sistan va Baluchestan," Iran	IR	IR04	40918	25.2919	60.643	-3055106	20170622104500	https://www.geo.tv/latest/146727-cpec-will-benefit-both-gwadar-chabahar-ports-pakistan-ambassador-to-iran",,,
"667143692	20160622	201606	2016	2016.4712	PAKELIGOV	NAWAZ SHARIF	PAK					ELI	GOV		SAU	SAUDI ARABIA	SAU								1	042	042	04	1	1.9	4	1	4	1.18343195266272	4	Chabahar", Sistan va Baluchestan," Iran	IR	IR04	40918	25.2919	60.643	-3055106	4	Chabahar", Sistan va Baluchestan," Iran	IR	IR04	40918	25.2919	60.643	-3055106	4	Chabahar", Sistan va Baluchestan," Iran	IR	IR04	40918	25.2919	60.643	-3055106	20170622104500	https://www.geo.tv/latest/146727-cpec-will-benefit-both-gwadar-chabahar-ports-pakistan-ambassador-to-iran",,,
"667143693	20160622	201606	2016	2016.4712	PAKELIGOV	NAWAZ SHARIF	PAK					ELI	GOV		SAU	SAUDI ARABIA	SAU								1	042	042	04	1	1.9	6	1	6	1.18343195266272	4	Chabahar", Sistan va Baluchestan," Iran	IR	IR04	40918	25.2919	60.643	-3055106	1	Saudi Arabia	SA	SA		25	45	SA	4	Chabahar", Sistan va Baluchestan," Iran	IR	IR04	40918	25.2919	60.643	-3055106	20170622104500	https://www.geo.tv/latest/146727-cpec-will-benefit-both-gwadar-chabahar-ports-pakistan-ambassador-to-iran",,,,,
"667143694	20160622	201606	2016	2016.4712	PAKELIGOV	NAWAZ SHARIF	PAK					ELI	GOV		SAU	SAUDI ARABIA	SAU								1	045	045	04	1	5.0	4	1	4	1.18343195266272	4	Chabahar", Sistan va Baluchestan," Iran	IR	IR04	40918	25.2919	60.643	-3055106	4	Chabahar", Sistan va Baluchestan," Iran	IR	IR04	40918	25.2919	60.643	-3055106	4	Chabahar", Sistan va Baluchestan," Iran	IR	IR04	40918	25.2919	60.643	-3055106	20170622104500	https://www.geo.tv/latest/146727-cpec-will-benefit-both-gwadar-chabahar-ports-pakistan-ambassador-to-iran",,,
"667143695	20160622	201606	2016	2016.4712	PAKELIGOV	NAWAZ SHARIF	PAK					ELI	GOV		SAU	SAUDI ARABIA	SAU								1	045	045	04	1	5.0	6	1	6	1.18343195266272	4	Chabahar", Sistan va Baluchestan," Iran	IR	IR04	40918	25.2919	60.643	-3055106	1	Saudi Arabia	SA	SA		25	45	SA	4	Chabahar", Sistan va Baluchestan," Iran	IR	IR04	40918	25.2919	60.643	-3055106	20170622104500	https://www.geo.tv/latest/146727-cpec-will-benefit-both-gwadar-chabahar-ports-pakistan-ambassador-to-iran",,,,,
"667143696	20160622	201606	2016	2016.4712	SAU	SAUDI ARABIA	SAU								PAKELIGOV	NAWAZ SHARIF	PAK					ELI	GOV		1	043	043	04	1	2.8	4	1	4	1.18343195266272	4	Chabahar", Sistan va Baluchestan," Iran	IR	IR04	40918	25.2919	60.643	-3055106	4	Chabahar", Sistan va Baluchestan," Iran	IR	IR04	40918	25.2919	60.643	-3055106	4	Chabahar", Sistan va Baluchestan," Iran	IR	IR04	40918	25.2919	60.643	-3055106	20170622104500	https://www.geo.tv/latest/146727-cpec-will-benefit-both-gwadar-chabahar-ports-pakistan-ambassador-to-iran",,,
"667143697	20160622	201606	2016	2016.4712	SAU	SAUDI ARABIA	SAU								PAKELIGOV	NAWAZ SHARIF	PAK					ELI	GOV		1	043	043	04	1	2.8	6	1	6	1.18343195266272	1	Saudi Arabia	SA	SA		25	45	SA	4	Chabahar", Sistan va Baluchestan," Iran	IR	IR04	40918	25.2919	60.643	-3055106	4	Chabahar", Sistan va Baluchestan," Iran	IR	IR04	40918	25.2919	60.643	-3055106	20170622104500	https://www.geo.tv/latest/146727-cpec-will-benefit-both-gwadar-chabahar-ports-pakistan-ambassador-to-iran",,,,,
"667143698	20160622	201606	2016	2016.4712	USA	UNITED STATES	USA								BUS	COMPANY						BUS			0	190	190	19	4	-10.0	4	1	4	-6.33608815426997	3	Rapid City", South Dakota," United States	US	USSD	SD103	44.0805	-103.231	1265333	3	Rapid City", South Dakota," United States	US	USSD		44.0805	-103.231	1265333	3	Rapid City", South Dakota," United States	US	USSD		44.0805	-103.231	1265333	20170622104500	http://integrated.processmyquote.com/south-dakota-workers-comp-lawyers-say-insurers-plan-would-limit-worker-rights/",,,
"667143699	20160622	201606	2016	2016.4712	USA	NORTH CAROLINA	USA								GOV	PRESIDENT						GOV			1	112	112	11	3	-2.0	8	1	8	-0.89352196574833	2	North Carolina"," United States	US	USNC		35.6411	-79.8431	NC	2	North Carolina"," United States	US	USNC		35.6411	-79.8431	NC	2	North Carolina"," United States	US	USNC		35.6411	-79.8431	NC	20170622104500	http://www.mypalmbeachpost.com/news/health-subsidy-cuts-could-hurt-middle-class-the-most/txUNldZ2LgnFL5X1crD2jJ/",,,,,,
"667143700	20160622	201606	2016	2016.4712	USA	NORTH CAROLINA	USA								USAGOV	UNITED STATES	USA					GOV			1	020	020	02	1	3.0	1	1	1	-0.89352196574833	2	North Carolina"," United States	US	USNC		35.6411	-79.8431	NC	2	North Carolina"," United States	US	USNC		35.6411	-79.8431	NC	2	North Carolina"," United States	US	USNC		35.6411	-79.8431	NC	20170622104500	http://www.mypalmbeachpost.com/news/health-subsidy-cuts-could-hurt-middle-class-the-most/txUNldZ2LgnFL5X1crD2jJ/",,,,,,
"667143701	20160622	201606	2016	2016.4712	USAJUD	UNITED STATES	USA					JUD			BUS	COMPANY						BUS			0	190	190	19	4	-10.0	4	1	4	-6.33608815426997	3	Rapid City", South Dakota," United States	US	USSD	SD103	44.0805	-103.231	1265333	3	Rapid City", South Dakota," United States	US	USSD		44.0805	-103.231	1265333	3	Rapid City", South Dakota," United States	US	USSD		44.0805	-103.231	1265333	20170622104500	http://integrated.processmyquote.com/south-dakota-workers-comp-lawyers-say-insurers-plan-would-limit-worker-rights/",,,
"667143702	20170523	201705	2017	2017.3918	BRA	BRAZILIAN	BRA								DEU	HAMBURG	DEU								1	036	036	03	1	4.0	8	1	8	1.99735449735449	1	Brazil	BR	BR		-10	-55	BR	4	Hamburg", Hamburg," Germany	GM	GM04	40698	53.55	10	-1785434	1	Brazil	BR	BR		-10	-55	BR	20170622104500	http://hosted2.ap.org/CAANR/0260ea4c3e85456b80715585ba3c7b5b/Article_2017-06-22-EU--Russia-Brazil/id-658cc23a4ee24befa884e657c9bf8d00",,,,,,,
"667143703	20170523	201705	2017	2017.3918	BRA	BRAZILIAN	BRA								DEU	HAMBURG	DEU								1	040	040	04	1	1.0	8	1	8	1.99735449735449	1	Brazil	BR	BR		-10	-55	BR	4	Hamburg", Hamburg," Germany	GM	GM04	40698	53.55	10	-1785434	1	Brazil	BR	BR		-10	-55	BR	20170622104500	http://hosted2.ap.org/CAANR/0260ea4c3e85456b80715585ba3c7b5b/Article_2017-06-22-EU--Russia-Brazil/id-658cc23a4ee24befa884e657c9bf8d00",,,,,,,
"667143704	20170523	201705	2017	2017.3918	BRAGOV	BRAZIL	BRA					GOV			BRA	BRAZIL	BRA								1	036	036	03	1	4.0	2	1	2	2.14285714285714	4	Moscow", Moskva," Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow", Moskva," Russia	RS	RS48	25106	55.7522	37.6156	-2960561	1	Brazil	BR	BR		-10	-55	BR	20170622104500	http://hosted2.ap.org/CAANR/0260ea4c3e85456b80715585ba3c7b5b/Article_2017-06-22-EU--Russia-Brazil/id-658cc23a4ee24befa884e657c9bf8d00",,,,,
"667143705	20170523	201705	2017	2017.3918	BRAGOV	BRAZIL	BRA					GOV			BRA	BRAZIL	BRA								1	036	036	03	1	4.0	2	1	2	1.85185185185185	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	1	Brazil	BR	BR		-10	-55	BR	20170622104500	http://hosted.ap.org/dynamic/stories/E/EU_RUSSIA_BRAZIL?SITE=AP&SECTION=HOME&TEMPLATE=DEFAULT&CTIME=2017-06-22-06-28-15",,,,,,,,,
"667143706	20170523	201705	2017	2017.3918	BRAGOV	BRAZIL	BRA					GOV			DEU	GERMANY	DEU								1	040	040	04	1	1.0	2	1	2	2.14285714285714	4	Moscow", Moskva," Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Hamburg", Hamburg," Germany	GM	GM04	40698	53.55	10	-1785434	1	Brazil	BR	BR		-10	-55	BR	20170622104500	http://hosted2.ap.org/CAANR/0260ea4c3e85456b80715585ba3c7b5b/Article_2017-06-22-EU--Russia-Brazil/id-658cc23a4ee24befa884e657c9bf8d00",,,,,
"667143707	20170523	201705	2017	2017.3918	BRAGOV	BRAZILIAN	BRA					GOV			DEU	HAMBURG	DEU								1	040	040	04	1	1.0	8	1	8	1.99735449735449	1	Brazil	BR	BR		-10	-55	BR	4	Hamburg", Hamburg," Germany	GM	GM04	40698	53.55	10	-1785434	1	Brazil	BR	BR		-10	-55	BR	20170622104500	http://hosted2.ap.org/CAANR/0260ea4c3e85456b80715585ba3c7b5b/Article_2017-06-22-EU--Russia-Brazil/id-658cc23a4ee24befa884e657c9bf8d00",,,,,,,
"667143708	20170523	201705	2017	2017.3918	BRAGOV	BRAZIL	BRA					GOV			DEU	GERMANY	DEU								1	040	040	04	1	1.0	2	1	2	1.85185185185185	1	Russia	RS	RS		60	100	RS	4	Hamburg", Hamburg," Germany	GM	GM04	40698	53.55	10	-1785434	1	Brazil	BR	BR		-10	-55	BR	20170622104500	http://hosted.ap.org/dynamic/stories/E/EU_RUSSIA_BRAZIL?SITE=AP&SECTION=HOME&TEMPLATE=DEFAULT&CTIME=2017-06-22-06-28-15",,,,,,,
"667143709	20170523	201705	2017	2017.3918	DEU	HAMBURG	DEU								BRA	BRAZILIAN	BRA								1	040	040	04	1	1.0	8	1	8	1.99735449735449	4	Hamburg", Hamburg," Germany	GM	GM04	40698	53.55	10	-1785434	1	Brazil	BR	BR		-10	-55	BR	1	Brazil	BR	BR		-10	-55	BR	20170622104500	http://hosted2.ap.org/CAANR/0260ea4c3e85456b80715585ba3c7b5b/Article_2017-06-22-EU--Russia-Brazil/id-658cc23a4ee24befa884e657c9bf8d00",,,,,,,
"667143710	20170523	201705	2017	2017.3918	DEU	GERMANY	DEU								BRAGOV	BRAZIL	BRA					GOV			1	040	040	04	1	1.0	2	1	2	2.14285714285714	4	Hamburg", Hamburg," Germany	GM	GM04	40698	53.55	10	-1785434	4	Moscow", Moskva," Russia	RS	RS48	25106	55.7522	37.6156	-2960561	1	Brazil	BR	BR		-10	-55	BR	20170622104500	http://hosted2.ap.org/CAANR/0260ea4c3e85456b80715585ba3c7b5b/Article_2017-06-22-EU--Russia-Brazil/id-658cc23a4ee24befa884e657c9bf8d00",,,,,
"667143711	20170523	201705	2017	2017.3918	DEU	HAMBURG	DEU								BRAGOV	BRAZILIAN	BRA					GOV			1	040	040	04	1	1.0	8	1	8	1.99735449735449	4	Hamburg", Hamburg," Germany	GM	GM04	40698	53.55	10	-1785434	1	Brazil	BR	BR		-10	-55	BR	1	Brazil	BR	BR		-10	-55	BR	20170622104500	http://hosted2.ap.org/CAANR/0260ea4c3e85456b80715585ba3c7b5b/Article_2017-06-22-EU--Russia-Brazil/id-658cc23a4ee24befa884e657c9bf8d00",,,,,,,
"667143712	20170523	201705	2017	2017.3918	DEU	GERMANY	DEU								BRAGOV	BRAZIL	BRA					GOV			1	040	040	04	1	1.0	2	1	2	1.85185185185185	4	Hamburg", Hamburg," Germany	GM	GM04	40698	53.55	10	-1785434	1	Russia	RS	RS		60	100	RS	1	Brazil	BR	BR		-10	-55	BR	20170622104500	http://hosted.ap.org/dynamic/stories/E/EU_RUSSIA_BRAZIL?SITE=AP&SECTION=HOME&TEMPLATE=DEFAULT&CTIME=2017-06-22-06-28-15",,,,,,,
"667143713	20170523	201705	2017	2017.3918	ESP	SPAIN	ESP								GBR	UNITED KINGDOM	GBR								1	042	042	04	1	1.9	3	3	3	-2.76565948056357	4	London", London, City of," United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London", London, City of," United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London", London, City of," United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20170622104500	http://www.770kkob.com/news/trump-visit-to-uk-will-go-ahead-despite-queens-speech-omission-boris-johnson-says/"
"667143714	20170523	201705	2017	2017.3918	ESP	SPAIN	ESP								GBR	LONDON	GBR								1	042	042	04	1	1.9	3	3	3	-2.76565948056357	4	London", London, City of," United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	1	Spain	SP	SP		40	-4	SP	4	London", London, City of," United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20170622104500	http://www.770kkob.com/news/trump-visit-to-uk-will-go-ahead-despite-queens-speech-omission-boris-johnson-says/",,,
"667143715	20170523	201705	2017	2017.3918	GBR	UNITED KINGDOM	GBR								ESP	SPAIN	ESP								1	043	043	04	1	2.8	3	3	3	-2.76565948056357	4	London", London, City of," United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London", London, City of," United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London", London, City of," United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20170622104500	http://www.770kkob.com/news/trump-visit-to-uk-will-go-ahead-despite-queens-speech-omission-boris-johnson-says/"
"667143716	20170523	201705	2017	2017.3918	GBR	LONDON	GBR								ESP	SPAIN	ESP								1	043	043	04	1	2.8	3	3	3	-2.76565948056357	1	Spain	SP	SP		40	-4	SP	4	London", London, City of," United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London", London, City of," United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20170622104500	http://www.770kkob.com/news/trump-visit-to-uk-will-go-ahead-despite-queens-speech-omission-boris-johnson-says/",,,
